Şabrātah,10.0
Sabhā,1.0286901280231448e-08
Darnah,1.4514861045137416e-15
Zuwārah,1.1758999982819647e-15
Surt,3.941898799555273e-17
Yafran,1.1963827479041447e-18
Tobruk,1.1912531830402592e-18
Nālūt,1.5114443482122795e-20
Ajdābiyā,4.323133590263583e-21
Banī Walīd,3.183869012318314e-24
Tājūrā’,1.3636914511498128e-24
Murzuq,7.340804030434314e-25
Birāk,3.467580869070441e-25
Shaḩḩāt,2.9499556236793405e-25
Al Marj,3.374008516991499e-26
Mizdah,7.489792229640357e-28
Al Jawf,4.5074046020886825e-28
Ghāt,2.65738269490984e-28
Gharyān,1.9140709089944538e-28
Awbārī,1.2692386891698731e-28
Idrī,1.2692386891698731e-28
Al Kufrah,1.2692386891698731e-28
Hūn,1.2692386891698731e-28
Al ‘Azīzīyah,1.2692386891698731e-28
Az Zāwīyah,1.4095320035841177e-29
Ghadāmis,9.86197250877082e-30
Awjilah,9.837814890672203e-30
Al Khums,9.719026120891519e-30
Qamīnis,7.771589469245397e-30
Marādah,4.640633050990466e-30
Al Jaghbūb,4.061946395600541e-30
Tajarhī,3.89228310820052e-30
Daraj,3.525773093331375e-30
Tmassah,3.2731183210795304e-30
Umm al ‘Abīd,3.16261678559324e-30
Al ‘Uqaylah,3.0561555046363188e-30
As Sidrah,3.0301527706579267e-30
Zillah,3.0095235686140115e-30
Al Bayḑā’,1.322225710780558e-32
Mişrātah,5.5823807333880215e-33
Benghazi,7.283185078828425e-38
Tripoli,5.1983064696817476e-39
