Djemmal,10.0
Nabeul,0.9766960961934469
El Hamma,0.17693948722911354
El Kef,0.07643833287972263
Le Bardo,0.026844038984035076
Le Kram,0.012765829058315992
Korba,0.00792637963602832
Fouchana,0.000681696785754877
Houmt Souk,1.5111231826808782e-05
Menzel Temime,6.441462505321511e-08
Ghardimaou,9.119147679118052e-10
Mahdia,2.39096385978648e-10
Ben Gardane,9.246365380813833e-11
Zarzis,7.390705421551874e-11
Menzel Bourguiba,3.2058214332127134e-12
Radès,4.989754488388957e-14
Manouba,4.7316949096948466e-15
Kélibia,2.702058370534958e-15
Rass el Djebel,1.7102170650592752e-15
Sakiet ez Zit,2.3853014625505922e-17
Ben Arous,6.937048045458935e-18
Tebourba,1.946857202161268e-20
La Marsa,1.485881355158008e-20
El Jem,2.4311076578515637e-21
Tataouine,7.12572938502298e-22
Douz,5.490532409779258e-22
Hammamet,1.220708814924827e-22
Hammam Sousse,9.125031611206432e-24
Hammam-Lif,7.913196172944755e-24
Sbiba,5.59121293545207e-24
Sejenane,1.256713508892424e-24
Monastir,4.281038332711542e-25
Tozeur,1.7372021443696397e-25
Dar Chabanne,6.519375188713914e-26
Aïne Draham,4.88769006346061e-26
Bou Salem,4.296313924141569e-26
Ez Zahra,3.7295192176587143e-26
Skhira,2.835542260738348e-26
Akouda,2.8066443396103997e-26
Kasserine,2.685033063562759e-26
Béja,1.98773592027804e-26
Medenine,1.8630377861554137e-26
Msaken,1.3209878237439066e-26
Mateur,9.030201883477303e-27
Gafsa,6.826367556799615e-27
Jendouba,2.4094592327437756e-27
Ariana,1.2039499498139038e-27
Rhennouch,8.64002945441298e-28
Dahmani,8.059066076019862e-28
El Alia,5.423842354734985e-28
Siliana,5.139138921942427e-28
Gabès,4.9768604773240225e-28
Mégrine,4.5950761059955045e-28
Zaouiet Sousse,2.11071944688157e-28
Chebba,1.707436364696797e-28
Feriana,1.4889645374691515e-28
El Maknassi,1.2502659736229353e-28
Ouardenine,5.537284103357241e-29
Nefta,5.194344105039489e-29
Sidi Bouzid,3.3531708451992143e-29
Zaghouan,3.163243637674432e-29
Sbeitla,3.004734442812601e-29
Rhar el Melah,2.239589894803187e-29
Bekalta,1.2342641638061516e-29
Tabarka,1.0609951938592024e-29
Ghomrassen,6.37614560399908e-30
Thala,3.299499948811491e-30
Maktar,2.3801195898679012e-30
Seïada,2.2119287503183186e-30
Wadhraf,2.1102515210965723e-30
Agareb,1.531697056485012e-30
Khunays,9.770148531940854e-31
Harqalah,8.07930745228008e-31
Degache,5.368860934685451e-31
El Metline,4.649239921731845e-31
Jemna,3.3270828487713495e-31
Thelepte,3.255515272715918e-31
Sidi Bou Saïd,3.1099647815709186e-31
Zarat,2.611021045301782e-31
Dehiba,2.066549999476086e-31
Bizerte,7.734042930775171e-32
Kebili,1.6569280848062086e-33
Métouia,6.201245483270195e-34
Kairouan,8.365341853272969e-35
Sousse,4.53497862478545e-36
Sfax,3.342200261219521e-37
Tunis,4.099590793340779e-40
